question_id,question,method,k,target_tokens,hit_at_k,first_hit_rank,evidence_chunk_id,top1_preview,matched_keyword_count,matched_keywords
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,sentence_pack,5,3000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::1,"• 11  === Page 12 ===  Buprenorphine (Partial Agonist) • To reduce the risk of precipitated withdrawal, participants should wait until they are experiencing mild to moderate opioid withdrawal before t...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,semantic,5,3000,0,,,• The usual daily dose of buprenorphine ranges from 8-24 mg daily. • Buprenorphine may be started in a medical office or at home. • Psychosocial treatment should be provided in conjunction with the us...,0,
Q4,What is methadone and when is it recommended for OUD treatment?,fixed,5,3000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,fixed_overlap,5,3000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::1,applied in drug court settings.5 Referring to an Appropriate Treatment Setting • Counselors collaborate in shared decision-making between the prescribing clinician and participant to choose from avail...,5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,recursive,5,3000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,sentence_pack,5,3000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,semantic,5,3000,1,3,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::2,"Effective June 27, 2023, the same legislation mandates that new or renewing DEA registrants complete at least 8 hours of training on SUD upon submission of their application or renewal.45 It is import...",4,methadone|daily dosing|otp|adherence
Q5,What is naltrexone and how does it work for opioid addiction?,fixed,5,3000,0,,,"carries no potential for abuse, although high doses may lead to the development of opioid withdrawal symptoms such as vomiting, muscle cramps and agitation. Access to naloxone Access to naloxone is ge...",0,
Q5,What is naltrexone and how does it work for opioid addiction?,fixed_overlap,5,3000,0,,,"jurisdiction. “Illicit drug market”, a more exact term, refers to the production, distribution and sale of any drug outside legally-sanctioned channels. intoxication A condition that follows the admin...",0,
Q5,What is naltrexone and how does it work for opioid addiction?,recursive,5,3000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::2,"Extended-release Naltrexone (Antagonist) • Naltrexone is an antagonist medication. It is a treatment option for preventing relapse in OUD, particularly among participants who become highly motivated d...",6,naltrexone|antagonist|relapse|abstinent|vivitrol|injectable
Q5,What is naltrexone and how does it work for opioid addiction?,sentence_pack,5,3000,1,3,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::2,"Naloxone (n-allylnoroxymorphone) has been used in opioid overdose management for over 40 years, with minimal adverse effects beyond the induction of opioid withdrawal symptoms (42). It is a semisynthe...",5,naltrexone|antagonist|relapse|vivitrol|injectable
Q5,What is naltrexone and how does it work for opioid addiction?,semantic,5,3000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::1,"• 5  [Table 1] | Agonists | Act on the opioid receptor but have effects which are less intense, slower, and longer- lasting than opioids like heroin. This means that agonists alleviate withdrawal and ...",4,naltrexone|antagonist|blocking|relapse
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed,5,3000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed::2","providers known as designated collaborating organizations.69 CCBHCs are required to serve anyone who requests care for mental health or substance use without restriction based on ability to pay, insur...",4,ccbhc|access|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed_overlap,5,3000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::fixed_overlap::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,4,ccbhc|access|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,recursive,5,3000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::recursive::2",Facility Licensing and Certification Policies Regarding the Use of Medication for AUD and OUD Efforts are ongoing to improve the integration of treatment for SUDs with other components of the health c...,4,ccbhc|access|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,sentence_pack,5,3000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::sentence_pack::2","Certified Community Behavioral Health Clinics There are over 500 CCBHCs, 82 percent of which provide at least one form of MOUD.68 CCBHCs provide a comprehensive array of mental health and substance us...",4,ccbhc|access|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,semantic,5,3000,0,,,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,0,
Q7,What training do staff receive for the MOUD program?,fixed,5,3000,0,,,"partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",0,
Q7,What training do staff receive for the MOUD program?,fixed_overlap,5,3000,0,,,"partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",0,
Q7,What training do staff receive for the MOUD program?,recursive,5,3000,0,,,Facility Licensing and Certification Policies Regarding the Use of Medication for AUD and OUD Efforts are ongoing to improve the integration of treatment for SUDs with other components of the health c...,0,
Q7,What training do staff receive for the MOUD program?,sentence_pack,5,3000,0,,,"Certified Community Behavioral Health Clinics There are over 500 CCBHCs, 82 percent of which provide at least one form of MOUD.68 CCBHCs provide a comprehensive array of mental health and substance us...",0,
Q7,What training do staff receive for the MOUD program?,semantic,5,3000,0,,,"Subsequently, a multidisciplinary, multistakeholder Advisory Committee of experts from across Canada was struck to guide the project. A subset of the Advisory Committee, an Education Working Group, wa...",0,
Q8,How is medication-assisted treatment billed and financed?,fixed,5,3000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed::1","for AUD, OUD, and opioid overdose among Medicaid beneficiaries. This chapter reviews policies that improve access to medication for AUD and OUD, policies that address barriers to accessing these medic...",4,medicaid|billing|insurance|code
Q8,How is medication-assisted treatment billed and financed?,fixed_overlap,5,3000,0,,,(Humira)—a medication that treats autoimmune disorders—engaged in a fraudulent scheme to overcharge patients and insurance companies for the drug in violation of consumer protection laws. Another exam...,0,
Q8,How is medication-assisted treatment billed and financed?,recursive,5,3000,1,5,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::recursive::1","35 Conclusion The need for access to SUD treatment is critical. In 2021, nearly a quarter of a million people in the United States died due to either drug overdose or causes associated with AUD.9,106 ...",4,medicaid|billing|insurance|code
Q8,How is medication-assisted treatment billed and financed?,sentence_pack,5,3000,1,2,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::sentence_pack::4","◼ Affordability: Deidre McPhillips, “Drug Costs Lead Millions in the US to Not Take Medications as Prescribed, According to CDC,” CNN, June 2, 2023; and Laryssa Mykyta and Robin A. Cohen, “Characteris...",5,medicaid|billing|insurance|grant|reimburse
Q8,How is medication-assisted treatment billed and financed?,semantic,5,3000,0,,,"Nearly three-quarters of clients in the program utilized public insurance, such as Medicaid or Medicare, followed by private insurance (25%), and self-pay (1%). More than one-third (38%) of clients we...",0,
Q9,What is opioid withdrawal and how should it be managed?,fixed,5,3000,0,,,"out in a therapeutic context at an individual, family or group level. Psychosocial interventions range from structured, professionally-administered psychological interventions (such as cognitive behav...",0,
Q9,What is opioid withdrawal and how should it be managed?,fixed_overlap,5,3000,0,,,"“cold turkey.” When participants try to quit “cold turkey,” it can lead to risky complications, stronger cravings, and continued use. • WM on its own is not a treatment method. Abrupt cessation of opi...",0,
